Date,Close Price
12/10/2015 0:00,415.25
12/11/2015 0:00,453.9
12/12/2015 0:00,435.9
12/13/2015 0:00,433.54
12/14/2015 0:00,443.84
12/15/2015 0:00,465.5
12/16/2015 0:00,455.37
12/17/2015 0:00,455.99
12/18/2015 0:00,463.84
12/19/2015 0:00,462.23
12/20/2015 0:00,442.5
12/21/2015 0:00,437.76
12/22/2015 0:00,435.5
12/23/2015 0:00,442.84
12/24/2015 0:00,454.85
12/25/2015 0:00,455.31
12/26/2015 0:00,417.22
12/27/2015 0:00,422.52
12/28/2015 0:00,421.26
12/29/2015 0:00,432.62
12/30/2015 0:00,426.14
12/31/2015 0:00,430.05
1/1/2016 0:00,434.46
1/2/2016 0:00,433.59
1/3/2016 0:00,430.36
1/4/2016 0:00,433.49
1/5/2016 0:00,432.25
1/6/2016 0:00,429.46
1/7/2016 0:00,458.28
1/8/2016 0:00,453.37
1/9/2016 0:00,449.14
1/10/2016 0:00,448.96
1/11/2016 0:00,448.38
1/12/2016 0:00,432.88
1/13/2016 0:00,432.04
1/14/2016 0:00,429.73
1/15/2016 0:00,358.77
1/16/2016 0:00,387.66
1/17/2016 0:00,380.21
1/18/2016 0:00,385.84
1/19/2016 0:00,377.74
1/20/2016 0:00,418.74
1/21/2016 0:00,409.94
1/22/2016 0:00,381.76
1/23/2016 0:00,386.19
1/24/2016 0:00,402.61
1/25/2016 0:00,390.66
1/26/2016 0:00,391.43
1/27/2016 0:00,394.63
1/28/2016 0:00,379.38
1/29/2016 0:00,378.2
1/30/2016 0:00,376.94
1/31/2016 0:00,367.13
2/1/2016 0:00,371.25
2/2/2016 0:00,372.88
2/3/2016 0:00,368.93
2/4/2016 0:00,388.61
2/5/2016 0:00,385.34
2/6/2016 0:00,375.4
2/7/2016 0:00,375.28
2/8/2016 0:00,371.1
2/9/2016 0:00,373.32
2/10/2016 0:00,379.96
2/11/2016 0:00,377.72
2/12/2016 0:00,383.13
2/13/2016 0:00,392.18
2/14/2016 0:00,406.74
2/15/2016 0:00,399.48
2/16/2016 0:00,407.36
2/17/2016 0:00,415.56
2/18/2016 0:00,421.64
2/19/2016 0:00,420.33
2/20/2016 0:00,436.52
2/21/2016 0:00,438.98
2/22/2016 0:00,438.07
2/23/2016 0:00,419.98
2/24/2016 0:00,424.36
2/25/2016 0:00,423.52
2/26/2016 0:00,432.06
2/27/2016 0:00,432.14
2/28/2016 0:00,432.64
2/29/2016 0:00,436.61
3/1/2016 0:00,433.64
3/2/2016 0:00,421.6
3/3/2016 0:00,419.47
3/4/2016 0:00,407.98
3/5/2016 0:00,397.83
3/6/2016 0:00,404.55
3/7/2016 0:00,412.98
3/8/2016 0:00,411.76
3/9/2016 0:00,412.62
3/10/2016 0:00,416.16
3/11/2016 0:00,419.89
3/12/2016 0:00,410.13
3/13/2016 0:00,412.29
3/14/2016 0:00,415.09
3/15/2016 0:00,415.38
3/16/2016 0:00,416.25
3/17/2016 0:00,418.45
3/18/2016 0:00,408.04
3/19/2016 0:00,408.52
3/20/2016 0:00,410.75
3/21/2016 0:00,411.42
3/22/2016 0:00,416.93
3/23/2016 0:00,417.39
3/24/2016 0:00,414.34
3/25/2016 0:00,415.69
3/26/2016 0:00,416.73
3/27/2016 0:00,425.38
3/28/2016 0:00,422.76
3/29/2016 0:00,415.55
3/30/2016 0:00,412.69
3/31/2016 0:00,415.16
4/1/2016 0:00,417.01
4/2/2016 0:00,419.69
4/3/2016 0:00,419.38
4/4/2016 0:00,419.42
4/5/2016 0:00,422.65
4/6/2016 0:00,421.7
4/7/2016 0:00,421.2
4/8/2016 0:00,418.09
4/9/2016 0:00,418.42
4/10/2016 0:00,421.11
4/11/2016 0:00,422.99
4/12/2016 0:00,425.99
4/13/2016 0:00,424.4
4/14/2016 0:00,425.11
4/15/2016 0:00,429.98
4/16/2016 0:00,430.84
4/17/2016 0:00,427.86
4/18/2016 0:00,429.05
4/19/2016 0:00,436.1
4/20/2016 0:00,442.16
4/21/2016 0:00,451.1
4/22/2016 0:00,447.64
4/23/2016 0:00,452.58
4/24/2016 0:00,460.33
4/25/2016 0:00,462.51
4/26/2016 0:00,467.8
4/27/2016 0:00,445.01
4/28/2016 0:00,449.86
4/29/2016 0:00,456.35
4/30/2016 0:00,449.33
5/1/2016 0:00,453.04
5/2/2016 0:00,444.51
5/3/2016 0:00,450.27
5/4/2016 0:00,446.96
5/5/2016 0:00,448.53
5/6/2016 0:00,460.37
5/7/2016 0:00,459.46
5/8/2016 0:00,459.44
5/9/2016 0:00,461.49
5/10/2016 0:00,450.99
5/11/2016 0:00,452.11
5/12/2016 0:00,454.82
5/13/2016 0:00,455.73
5/14/2016 0:00,455.75
5/15/2016 0:00,457.85
5/16/2016 0:00,453.41
5/17/2016 0:00,452.75
5/18/2016 0:00,453.38
